ISO3,Year,Total_Displacement,Total_Disaster_Displacements,Num_Disaster_Events,Max_Event_Displacement,Drought,Earthquake,Erosion,Extreme Temperature,Flood,Mass Movement,Mixed disasters,Sea level Rise,Storm,Volcanic activity,Wave action,Wildfire,tas_mean,tasmin_mean,tasmax_mean,pr_sum,pr_mean,tas_std,pr_std,tas_anomaly,pr_anomaly,Climate_PC1,Climate_PC2,Climate_PC3,Climate_PC4,Climate_PC5,Population,log_target
AFG,2000,758625,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.731109,6.660416,20.836407,13803.9,19.497034,5.9355984,15.176575,-0.13019085,-4669.2285,-1.8744912,-0.05378637,0.73520684,-0.63176143,-1.0789042,20130327.0,13.539264181311616
AFG,2001,1200010,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.977119,6.716455,21.273695,13070.351,18.460947,6.0444007,13.834488,0.11581993,-5402.7783,-1.8403459,-0.09570069,1.2088218,-0.22907515,-0.9300641,20284307.0,13.997841281382883
AFG,2002,665174,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.815678,6.6895127,20.976377,17474.625,24.681673,6.070372,15.995835,-0.045621872,-998.5039,-1.8400491,0.060173243,0.68026453,-0.2554348,-1.1302859,21378117.0,13.407805442912762
AFG,2003,184364,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.329484,6.511158,20.181568,18218.125,25.731817,6.1151085,18.377632,-0.5318155,-255.0039,-1.9460065,0.18150437,-0.17016572,-1.1052531,-1.4723309,22733049.0,12.124672767317191
AFG,2004,159608,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.124718,7.1226344,21.164408,17056.676,24.091349,6.0194936,15.597304,0.2634182,-1416.4531,-1.757539,0.005331483,1.2098316,0.2876824,-0.8957746,23560654.0,11.980482353385378
AFG,2005,142548,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.36695,6.412253,20.355438,20578.201,29.065256,6.003733,17.688587,-0.49434948,2105.0723,-1.915168,0.18368623,-0.2638757,-0.8845891,-1.480753,24404567.0,11.867441079233785
AFG,2006,129349,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.142127,7.138807,21.180826,19504.775,27.549118,6.1276946,20.489714,0.28082752,1031.6465,-1.7111079,0.1866608,1.1055462,0.45993584,-0.9311205,25424094.0,11.770277187614175
AFG,2007,153761,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.723587,6.706286,20.77486,18319.602,25.875143,5.9534416,17.06135,-0.13771248,-153.52734,-1.8351723,0.08268389,0.4556225,-0.36848593,-1.176581,25909852.0,11.943161231403604
AFG,2008,230717,3380.0,0.0,3200.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.872987,6.898482,20.882452,16470.426,23.263313,6.0848446,18.545198,0.011687279,-2002.7031,-1.8106287,0.09656023,0.83283144,-0.21709119,-1.0513957,26482622.0,12.3489514645252
AFG,2009,297179,28200.0,0.0,25000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.893468,7.0681496,20.754026,21288.627,30.06868,6.1477203,17.561903,0.03216839,2815.498,-1.7902583,0.18269882,0.59217554,0.118932754,-1.1648772,27466101.0,12.602093294810338
AFG,2010,1196621,71000.0,0.0,70000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.243716,7.084888,21.43969,16908.7,23.882345,6.182751,20.672714,0.38241673,-1564.4297,-1.7067633,0.14260124,1.4382042,0.4821317,-0.8166004,28284089.0,13.99501314519443
AFG,2011,1401777,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.769704,6.9388423,20.634146,18166.65,25.659111,6.136309,16.063948,-0.09159565,-306.47852,-1.8527663,0.09540107,0.5711927,-0.29911163,-1.187483,29347708.0,14.153251988817631
AFG,2012,1381907,30040.0,0.0,13000.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.154378,6.252649,20.08849,21547.525,30.434357,6.1086617,20.537788,-0.7069216,3074.3965,-1.9538301,0.30911118,-0.66135716,-1.22237,-1.6539603,30560034.0,14.138975710905726
AFG,2013,923694,15210.0,0.0,8900.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.081143,7.138029,21.05897,21341.525,30.143396,6.1086903,22.475153,0.21984386,2868.3965,-1.6967739,0.26874712,0.88932985,0.4601282,-0.9958237,31622704.0,13.736137209553169
AFG,2014,1307173,13180.0,0.0,6400.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.466385,6.5151486,20.450918,17261.826,24.38111,6.069853,17.334442,-0.39491463,-1211.3027,-1.920275,0.11664474,0.10895125,-0.9105449,-1.3548138,32792523.0,14.08337811304919
AFG,2015,1582254,71324.0,0.0,55000.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.869456,7.1745763,20.599789,23428.852,33.0916,6.1560693,24.132637,0.008156776,4955.7227,-1.7293739,0.37710947,0.41758454,0.19775712,-1.1849552,33831764.0,14.27436160268944
AFG,2016,1971665,7360.0,7.0,1900.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.407273,7.473305,21.37906,21132.875,29.848694,6.1789727,21.595215,0.5459738,2659.746,-1.6281451,0.23273644,1.4564872,1.0433031,-0.78784364,34700612.0,14.494389428603043
AFG,2017,2361253,26834.0,55.0,5100.0,0.0,0.0,0.0,2.0,39.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,14.029308,7.0244,21.067972,16564.25,23.395834,6.1266522,14.891025,0.1680088,-1908.8789,-1.8045503,0.012208715,1.0989008,0.079024985,-0.9804283,35688935.0,14.67470339181442
AFG,2018,2669256,434777.0,56.0,371000.0,1.0,2.0,0.0,1.0,42.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,14.462395,7.5411725,21.41854,15362.75,21.6988,6.09473,14.807826,0.6010952,-3110.379,-1.6945131,-0.057538893,1.8840648,0.7994946,-0.64533144,36743039.0,14.797310714496602
AFG,2019,3072957,116471.0,45.0,39000.0,1.0,0.0,0.0,6.0,29.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,13.764972,7.012535,20.552649,21962.326,31.020233,6.094954,17.707943,-0.09632778,3489.1973,-1.8115628,0.1986723,0.32921332,-0.07269843,-1.2543849,37856121.0,14.938151173593253
AGO,2000,270474,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,21.82458,15.178197,28.521769,104508.21,82.160545,1.773428,37.661922,-0.05202675,235.65625,0.5779125,0.025699541,-0.009816434,-0.10531042,-0.2505285,16194869.0,12.507934951555773
AGO,2001,215149,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,22.004074,15.335345,28.722963,103528.54,81.39036,1.8203627,35.823696,0.12746811,-744.0156,0.60059345,-0.036073145,0.35410747,0.1637434,-0.12260734,16747208.0,12.279090738266746
AGO,2002,201902,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,22.08509,15.432712,28.787683,107578.305,84.574135,1.806459,38.310673,0.20848465,3305.75,0.65767264,0.074153624,0.2546071,0.5601263,-0.16008523,17327699.0,12.215542663031547
AGO,2003,14374,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,22.183846,15.480681,28.937658,101283.01,79.62501,1.8402392,34.414227,0.30723953,-2989.5469,0.6258531,-0.11453908,0.78505564,0.3552323,0.050105195,17943712.0,9.573245865665552
AGO,2004,14883,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,21.91902,15.257915,28.630537,105045.03,82.58257,1.8325357,34.207363,0.04241371,772.47656,0.56875134,-0.038195536,0.13112076,0.10388327,-0.23780002,18600423.0,9.608042089466514
AGO,2005,14856,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,22.317429,15.61727,29.067429,100737.79,79.19637,1.8794218,33.17571,0.4408226,-3534.7656,0.64405197,-0.15363622,1.0458823,0.5665232,0.14037248,19291161.0,9.606226413637353
AGO,2006,14672,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,21.70369,15.041484,28.416288,107398.69,84.43293,1.8309697,35.834095,-0.17291641,3126.1328,0.5338299,0.053932972,-0.3619883,-0.14716722,-0.44160327,20015279.0,9.593764349207467
AGO,2007,14982,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,21.6849,15.019726,28.400663,103740.1,81.55668,1.8049183,34.91393,-0.1917057,-532.4531,0.51219815,-0.029206285,-0.18981458,-0.406019,-0.35188004,20778561.0,9.614671504043145
AGO,2008,15883,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,21.650072,14.976959,28.373205,105224.69,82.72381,1.77604,34.639214,-0.22653389,952.1328,0.5092071,-0.015348106,-0.33586597,-0.37621677,-0.41296852,21578655.0,9.673067592251142
AGO,2009,33429,86020.0,0.0,81000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.874182,15.203446,28.59484,105507.98,82.946526,1.8861428,35.760128,-0.00242424,1235.4219,0.564719,0.020017702,0.03740273,0.04590823,-0.28400344,22414773.0,10.417208979414145
AGO,2010,19370,78900.0,0.0,75000.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.033623,15.400917,28.71668,103112.59,81.06336,1.8243436,35.437687,0.15701675,-1159.9609,0.6036045,-0.052862376,0.4275512,0.19256309,-0.09338794,23294825.0,9.871532381294577
AGO,2011,19366,227500.0,0.0,204000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60853,14.938994,28.328146,104609.695,82.240326,1.7867137,35.78879,-0.26807594,337.14062,0.5044506,0.006711096,-0.36993414,-0.49264327,-0.41904476,24218352.0,9.871325865727732
AGO,2012,43722,6380.0,0.0,6300.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.64557,14.976016,28.365187,106705.586,83.88804,1.7754498,34.736263,-0.23103523,2433.0312,0.5139073,0.010642973,-0.42718795,-0.292759,-0.4568879,25177394.0,10.68562955841758
AGO,2013,43802,2400.0,0.0,2400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.697779,15.028243,28.417395,102781.7,80.80322,1.7973523,36.71452,-0.17882729,-1490.8516,0.5279893,-0.0068086036,-0.11781329,-0.44427478,-0.30208272,26165620.0,10.687457587169673
AGO,2014,45668,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,21.69381,15.024273,28.413404,105487.8,82.930664,1.7816591,34.78452,-0.18279648,1215.2422,0.5220883,-0.010373593,-0.27729917,-0.280196,-0.39037982,27160769.0,10.729175009727363
AGO,2015,45678,5580.0,0.0,3900.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.824654,15.132652,28.56691,100019.99,78.63207,1.8704039,37.259434,-0.051952362,-4252.5625,0.54736733,-0.032924492,0.26052895,-0.38680908,-0.15040487,28157798.0,10.729393952671707
AGO,2016,45678,19000.0,1.0,19000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.104383,15.415035,28.84432,102236.625,80.3747,1.9766283,39.490055,0.22777748,-2035.9297,0.6335509,0.052455783,0.6150849,0.25559303,-0.028927764,29183070.0,10.729393952671707
AGO,2017,71250,13914.0,9.0,5900.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.960844,15.303472,28.668037,104932.75,82.4943,1.801078,37.073345,0.08423805,660.1953,0.60667545,0.0137326475,0.19811758,0.17049013,-0.17882104,30234839.0,11.173964133120124
AGO,2018,69984,11058.0,13.0,2700.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.791574,15.119209,28.514158,105222.06,82.72175,1.8446568,34.815372,-0.08503151,949.5078,0.5393984,-0.008059617,-0.0894044,-0.120101556,-0.32985127,31297155.0,11.156036212354746
AGO,2019,56032,6684.0,7.0,4900.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.924477,15.239826,28.659933,105789.83,83.1681,1.9310197,34.497486,0.047870636,1517.2734,0.5629556,0.0018967458,0.11423537,0.15564229,-0.27647534,32375632.0,10.933696081870927
ALB,2000,526,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.806771,9.433333,20.221354,2877.75,59.953125,2.566647,12.723527,0.010651588,-911.145,-1.071608,-0.6424121,0.050896484,-0.00029011333,-0.009476487,3089027.0,6.267200548541362
ALB,2001,362,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.610417,9.5651045,19.702084,2816.275,58.672394,2.5361493,12.798534,-0.18570232,-972.6201,-1.1211243,-0.63809824,-0.27447572,-0.36271378,-0.14126842,3060173.0,5.8944028342648505
ALB,2002,64,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.641147,9.682292,19.641668,3919.625,81.65885,2.5312545,12.387325,-0.15497303,130.72998,-1.0149894,-0.49689537,-0.38285276,-0.23262453,0.044518333,3051010.0,4.174387269895637
ALB,2003,110,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.540104,9.746354,19.379688,3739.475,77.90573,2.5652735,12.830358,-0.25601578,-49.41992,-1.0566278,-0.49506378,-0.521226,-0.43155083,-0.05444588,3039616.0,4.709530201312334
ALB,2004,79,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.269271,9.401563,19.185417,3721.15,77.52396,2.5309951,15.599835,-0.5268488,-67.74512,-1.1027902,-0.4201622,-0.97730476,-0.9319684,-0.21912646,3026939.0,4.382026634673881
ALB,2005,85,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.839583,9.014063,18.703646,3923.8,81.745834,2.5471654,14.976964,-0.9565363,134.90503,-1.2041281,-0.36507142,-1.7177244,-1.705613,-0.4931059,3011487.0,4.454347296253507
ALB,2006,83,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.233853,9.349999,19.160938,3707.35,77.23646,2.5624073,13.230134,-0.56226635,-81.54492,-1.1370353,-0.46520886,-1.0259625,-0.9954529,-0.26921186,2992547.0,4.430816798843313
ALB,2007,84,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.873959,9.885417,19.905209,3783.875,78.83073,2.5344048,12.103184,0.0778389,-5.0200195,-0.9693058,-0.54162854,0.024782654,0.18530618,0.1821226,2970017.0,4.442651256490317
ALB,2008,77,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.972396,10.040626,19.95573,3697.4001,77.02917,2.532935,14.215424,0.1762762,-91.49487,-0.9328591,-0.51485896,0.19757666,0.35687238,0.25269166,2947314.0,4.356708826689592
ALB,2009,88,150.0,0.0,150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.792708,9.970313,19.6625,4878.8003,101.64167,2.5461137,13.833348,-0.003411293,1089.9053,-0.87642825,-0.33985716,-0.26901877,0.10578138,0.30089802,2927519.0,4.48863636973214
ALB,2010,95,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.808334,10.032813,19.627604,4782.175,99.62864,2.4996042,19.705194,0.012214661,993.2798,-0.8270633,-0.23302542,-0.24474896,0.121068895,0.34896034,2913021.0,4.564348191467836
ALB,2011,105,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.563542,9.479167,19.696356,2917.925,60.790104,2.5738137,7.8846755,-0.23257732,-870.97,-1.1692951,-0.7219732,-0.35417795,-0.43601587,-0.2014419,2905195.0,4.663439094112067
ALB,2012,7555,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,15.005208,9.796875,20.248959,3706.725,77.22344,2.5243685,11.737213,0.20908833,-82.16992,-0.94610316,-0.5749532,0.2545659,0.42146814,0.2576862,2900401.0,8.9300972286214
ALB,2013,7767,452.0,0.0,240.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.047397,9.955209,20.189062,3764.55,78.42812,2.5191827,17.818798,0.25127697,-24.34497,-0.8773711,-0.4346767,0.30708665,0.4936678,0.3395096,2895092.0,8.957768009971161
ALB,2014,8036,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.040104,10.164584,19.9625,4784.875,99.6849,2.5197394,14.934993,0.24398422,995.98,-0.8084573,-0.35563013,0.15039828,0.55226344,0.470777,2889104.0,8.991811158212718
ALB,2015,8381,4200.0,0.0,4200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.966667,9.842709,20.139063,3665.925,76.373436,2.5435154,10.850783,0.17054749,-122.96997,-0.96800727,-0.59269345,0.20014666,0.34877157,0.21547738,2880703.0,9.033841828485016
ALB,2016,7812,3029.0,3.0,2400.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.067708,10.041146,20.139063,3890.6,81.05417,2.5206535,13.5891,0.27158833,101.70508,-0.8952097,-0.51328516,0.32773525,0.54564863,0.3446309,2876101.0,8.963544291996744
ALB,2017,7335,3500.0,1.0,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.868229,9.6625,20.113543,3579.675,74.57656,2.5272284,12.656335,0.07210922,-209.21997,-0.9860536,-0.5596104,0.044454925,0.1605482,0.14944735,2873457.0,8.9005490139363
ALB,2018,4527,108.0,2.0,83.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5338545,10.59948,20.510939,3251.525,67.740105,2.528764,12.208114,0.7377348,-537.3701,-0.8429657,-0.67127925,1.1966208,1.3595363,0.5622646,2866376.0,8.41803561988302
ALB,2019,3965,32740.0,3.0,32000.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.441146,10.504167,20.430208,4368.425,91.00885,2.4969566,13.05091,0.6450262,579.5298,-0.75430876,-0.49594128,0.87606007,1.2633588,0.67743015,2854191.0,8.285513309079741
ARE,2000,889,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.622375,21.6071,33.686653,584.15,5.4087963,0.76463574,3.8201993,-0.2349186,-2.2324219,1.242575,-1.8049673,0.045256544,-0.42974418,-1.3677098,3493575.0,6.7912214627261855
ARE,2001,909,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.782099,21.714045,33.903397,307.00833,2.8426697,0.7661535,1.7258087,-0.07519531,-279.3741,1.2555922,-1.8845344,0.3400301,-0.1516668,-1.2858055,3723590.0,6.813444599510896
ARE,2002,437,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.64622,21.695372,33.650154,464.25833,4.2986884,0.7744543,2.5618412,-0.21107483,-122.124115,1.2332495,-1.8410237,0.09881494,-0.39211926,-1.3666661,3956826.0,6.082218910376446
ARE,2003,221,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.694138,21.941206,33.494984,467.41666,4.327932,0.7751317,1.6466206,-0.16315651,-118.96579,1.2397488,-1.8645387,0.17769866,-0.30251586,-1.3360865,4192457.0,5.402677381872279
ARE,2004,158,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.851082,21.911345,33.8429,507.0,4.694444,0.7238441,2.804367,-0.0062122345,-79.38245,1.2967689,-1.8616779,0.42660567,-0.012306741,-1.2092255,4428967.0,5.0689042022202315
ARE,2005,181,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.48673,21.66659,33.354786,589.80835,5.461188,0.7178583,2.989959,-0.3705635,3.4259033,1.207779,-1.8214091,-0.18907562,-0.67459786,-1.4525179,4664790.0,5.204006687076795
ARE,2006,207,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.701698,21.997686,33.453705,708.7167,6.562191,0.7625714,3.3632357,-0.15559578,122.33423,1.2675315,-1.8128308,0.1631059,-0.27533275,-1.3041333,5009100.0,5.337538079701318
ARE,2007,227,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.828241,22.015818,33.68951,507.12503,4.695602,0.77363557,2.1484146,-0.029052734,-79.257416,1.2802991,-1.8626598,0.3965489,-0.055010743,-1.2387753,5624635.0,5.429345628954441
ARE,2008,271,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.569754,21.802778,33.38503,400.25833,3.7060957,0.7845753,2.2829602,-0.28754044,-186.12411,1.2084557,-1.8420386,-0.021926982,-0.53608674,-1.4234307,6302664.0,5.605802066295998
ARE,2009,356,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.898226,22.144522,33.704323,916.47504,8.48588,0.74245596,5.181404,0.0409317,330.0926,1.3445704,-1.7794935,0.4652862,0.09602103,-1.1424395,6707058.0,5.877735781779639
ARE,2010,626,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,28.354553,22.436266,34.324615,390.58334,3.6165123,0.78729755,1.500204,0.49725914,-195.7991,1.4056449,-1.9277443,1.2863207,0.90233415,-0.88966364,6869838.0,6.440946540632921
ARE,2011,716,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.702547,22.09213,33.365665,464.78333,4.3035493,0.73504096,2.4676137,-0.15474701,-121.59912,1.2549698,-1.8555534,0.18315072,-0.2867675,-1.3131119,7104538.0,6.57507584059962
ARE,2012,719,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.834646,22.186111,33.53318,504.14166,4.6679783,0.79470396,3.8109033,-0.022647858,-82.24078,1.2944608,-1.8206581,0.4074837,-0.046655294,-1.2253027,7391448.0,6.579251212010101
ARE,2013,676,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.677008,22.07122,33.332947,625.7,5.7935185,0.6986546,3.592703,-0.18028641,39.317566,1.2683247,-1.8253127,0.11817938,-0.3235467,-1.3069417,7693031.0,6.517671272912275
ARE,2014,631,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,27.722994,21.638891,33.85949,909.6167,8.422377,0.8036658,5.02383,-0.13430023,323.23425,1.2868223,-1.7558573,0.1877109,-0.22810656,-1.2851676,8059440.0,6.448889394146858
ARE,2015,1085,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,28.120604,22.036959,34.253395,615.3167,5.6973767,0.7557005,2.4815443,0.26330948,28.934265,1.3637656,-1.8780444,0.87135637,0.48755154,-1.0297625,8505237.0,6.990256500493881
ARE,2016,1493,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,28.17855,22.090279,34.319523,683.9083,6.3324847,0.7348209,2.8623068,0.32125664,97.52588,1.3875309,-1.8745692,0.9574563,0.5983538,-0.97920245,8935095.0,7.309212365692763
ARE,2017,2776,840.0,1.0,840.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.114738,22.025385,34.256634,715.2,6.6222224,0.7430341,2.8228104,0.25744438,128.81757,1.3707513,-1.8659843,0.8498744,0.48314112,-1.0240879,9223225.0,7.9291264873067995
ARE,2018,7764,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,28.269136,22.180246,34.408566,605.2417,5.6040897,0.75637096,2.5575988,0.41184235,18.859253,1.4028233,-1.8896681,1.1192839,0.75894207,-0.927257,9346701.0,8.957381735582787
ARE,2019,8638,210.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.09051,22.010572,34.219444,760.9417,7.045756,0.8280384,3.5387611,0.23321533,174.55927,1.3617171,-1.8253889,0.81831014,0.4371775,-1.053452,9445785.0,9.064042114358884
ARG,2000,3657,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.72495,7.520554,19.971592,192228.95,54.672626,5.4486694,49.2281,-0.696373,28797.031,-1.5097331,1.6143091,-2.123097,0.37375382,-2.203485,37213984.0,8.204671828950811
ARG,2001,3928,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.340214,8.244037,20.479925,191864.77,54.569046,5.593127,49.000072,-0.08110905,28432.844,-1.3674307,1.584742,-1.0573457,1.473328,-1.7994611,37624825.0,8.27614021955846
ARG,2002,3963,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.07209,7.8668613,20.32017,201291.98,57.25028,5.6226134,53.27476,-0.34923267,37860.062,-1.3960698,1.830849,-2.0142736,1.5578204,-2.2717774,38029349.0,8.285008895449879
ARG,2003,3819,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.498791,8.014387,21.027166,158350.19,45.03703,5.4421577,44.218624,0.07746792,-5081.7344,-1.3893951,0.998771,1.0093715,-0.29796183,-0.60215896,38424282.0,8.24800570160062
ARG,2004,3871,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.519593,8.112993,20.969725,154674.95,43.99174,5.2252936,39.67071,0.098270416,-8756.969,-1.3986802,0.79891634,1.21272,-0.47167078,-0.4468082,38815916.0,8.261526448396468
ARG,2005,3855,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.156949,7.798592,20.55831,151690.38,43.14288,5.427614,40.67142,-0.26437378,-11741.547,-1.5129955,0.8603473,0.80355,-1.3305677,-0.6401649,39216789.0,8.257385655730436
ARG,2006,3986,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,14.644464,8.101188,21.231564,158350.56,45.037136,5.5324817,42.62444,0.22314072,-5081.3594,-1.3758167,0.9706472,1.2689185,-0.032271314,-0.5343622,39622115.0,8.290794347381356
ARG,2007,4327,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,13.72557,7.301584,20.189837,156359.2,44.47076,5.36615,43.603138,-0.6957531,-7072.7188,-1.5896856,1.0089617,-0.18024173,-1.834071,-1.0574507,40016763.0,8.372860820526318
ARG,2008,3534,640.0,0.0,640.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.603484,7.896881,21.352476,140839.44,40.056725,5.3147106,39.775543,0.18216133,-22592.484,-1.4055234,0.63597035,2.1200843,-1.1785232,0.036411263,40424148.0,8.170468578330674
